numbers,tripduration,starttime,stoptime,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude,usertype,birth year,gender
462,268,2019-01-17 17:29:51.1310,2019-01-17 17:34:19.2520,Exchange Place,40.7162469,-74.0334588,Marin Light Rail,40.71458403535893,-74.04281705617905,Subscriber,1993,1
463,104,2019-01-17 17:35:35.5690,2019-01-17 17:37:20.1280,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1969,0
464,204,2019-01-17 17:38:14.3280,2019-01-17 17:41:38.6140,Exchange Place,40.7162469,-74.0334588,City Hall,40.717732500000004,-74.04384499999999,Subscriber,1994,1
465,308,2019-01-17 17:41:56.6260,2019-01-17 17:47:05.0720,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,Subscriber,1976,1
466,449,2019-01-17 17:44:09.9550,2019-01-17 17:51:39.0510,Exchange Place,40.7162469,-74.0334588,Hamilton Park,40.727595965999996,-74.044247311,Subscriber,1977,1
467,640,2019-01-17 17:44:46.8000,2019-01-17 17:55:27.7360,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.72568548362901,-74.0487903356552,Subscriber,1969,0
468,274,2019-01-17 17:47:29.0950,2019-01-17 17:52:03.2540,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1989,2
469,139,2019-01-17 17:53:11.9430,2019-01-17 17:55:31.4230,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1982,1
470,783,2019-01-17 17:55:47.1890,2019-01-17 18:08:50.1930,Exchange Place,40.7162469,-74.0334588,Brunswick & 6th,40.726011729646245,-74.0503889322281,Subscriber,1958,1
471,171,2019-01-17 18:08:32.0540,2019-01-17 18:11:23.5630,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1988,2
472,278,2019-01-17 18:09:17.8530,2019-01-17 18:13:56.0350,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1979,1
473,161,2019-01-17 18:15:13.3680,2019-01-17 18:17:54.4550,Exchange Place,40.7162469,-74.0334588,Columbus Drive,40.71835519823214,-74.03891444206238,Subscriber,1980,1
474,288,2019-01-17 18:25:26.8250,2019-01-17 18:30:14.9580,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1981,0
475,1266,2019-01-17 18:30:29.7760,2019-01-17 18:51:35.9600,Exchange Place,40.7162469,-74.0334588,Baldwin at Montgomery,40.7236589,-74.0641943,Subscriber,1980,1
476,674,2019-01-17 18:54:23.5250,2019-01-17 19:05:37.6290,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1960,1
477,245,2019-01-17 19:04:24.2510,2019-01-17 19:08:29.3160,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1949,1
478,382,2019-01-17 19:14:55.3160,2019-01-17 19:21:17.7250,Exchange Place,40.7162469,-74.0334588,Newark Ave,40.72152515,-74.046304543,Subscriber,1995,1
479,315,2019-01-17 19:18:27.8640,2019-01-17 19:23:42.8710,Exchange Place,40.7162469,-74.0334588,Washington St,40.7242941,-74.0354826,Subscriber,1977,1
480,201,2019-01-17 19:22:25.4440,2019-01-17 19:25:46.6790,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1972,1
481,287,2019-01-17 19:59:08.2000,2019-01-17 20:03:55.2850,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1955,1
482,602,2019-01-17 19:59:42.9110,2019-01-17 20:09:45.5000,Exchange Place,40.7162469,-74.0334588,Hamilton Park,40.727595965999996,-74.044247311,Subscriber,1979,2
483,105,2019-01-17 20:00:55.8710,2019-01-17 20:02:41.3570,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1989,1
484,260,2019-01-17 20:28:08.3080,2019-01-17 20:32:28.3970,Exchange Place,40.7162469,-74.0334588,City Hall,40.717732500000004,-74.04384499999999,Subscriber,1983,1
485,144,2019-01-17 20:28:25.5050,2019-01-17 20:30:49.5380,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1994,1
486,201,2019-01-17 20:29:12.5010,2019-01-17 20:32:34.2290,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1982,1
487,517,2019-01-17 20:31:31.2860,2019-01-17 20:40:09.2660,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.72568548362901,-74.0487903356552,Subscriber,1985,1
488,128,2019-01-17 20:59:28.8890,2019-01-17 21:01:37.6620,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1987,1
489,274,2019-01-17 21:55:33.5260,2019-01-17 22:00:08.3880,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1990,1
490,187,2019-01-17 22:05:12.4520,2019-01-17 22:08:19.6930,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1987,1
491,123,2019-01-18 08:01:16.2000,2019-01-18 08:03:19.7010,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1966,1
492,397,2019-01-18 08:05:13.6620,2019-01-18 08:11:50.8400,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,Subscriber,1986,1
493,684,2019-01-18 08:42:47.9600,2019-01-18 08:54:12.5600,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1985,1
494,103,2019-01-18 10:18:25.4740,2019-01-18 10:20:08.7700,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1985,1
495,168,2019-01-18 11:27:47.6620,2019-01-18 11:30:36.2490,Exchange Place,40.7162469,-74.0334588,Columbus Drive,40.71835519823214,-74.03891444206238,Subscriber,1978,1
496,511,2019-01-18 13:43:52.4060,2019-01-18 13:52:24.3500,Exchange Place,40.7162469,-74.0334588,Hamilton Park,40.727595965999996,-74.044247311,Subscriber,1969,1
497,262,2019-01-18 16:28:40.6720,2019-01-18 16:33:03.4040,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1976,2
498,225,2019-01-18 16:35:09.9760,2019-01-18 16:38:55.8450,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1954,2
499,263,2019-01-18 16:56:38.6920,2019-01-18 17:01:02.1140,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1981,1
500,398,2019-01-18 17:00:55.4490,2019-01-18 17:07:34.2400,Exchange Place,40.7162469,-74.0334588,Manila & 1st,40.72165072487999,-74.04288411140442,Subscriber,1971,1
